,NPA,year,schoolage_proximate_units,high_school_diploma,library_card_prevalence,bachelors_degree_moe,library_card_holders,neighborhood_school_attendance,highschool_graduation_rate,high_school_diploma_moe,early_care_proximity,proficiency_elementary_school,proficiency_middle_school,schoolage_proximity,bachelors_degree,early_care_proximate_units,proficiency_high_school,student_absenteeism
900,154,2017,890.0,94.0,,8.0,,78.0,97.0,8.0,76.0,55.8,37.2,78.0,56.0,874.0,52.4,10.0
901,154,2015,750.0,,20.0,,604.0,82.47,94.0,,66.0,51.8072289156626,50.59,66.0,,750.0,40.74,8.57142857142857
902,154,2013,750.0,,15.0,,440.0,84.3,97.0,,66.0,,,66.0,,750.0,,7.400722021660649
903,154,2011,752.0,,,,,82.81,,,66.0,,,66.0,,752.0,,
904,154,2016,,,,,,75.1,100.0,,,60.98,45.7,,,,44.4,8.0
905,154,2014,,,,,,80.68,100.0,,,46.391752577319586,48.93617021276596,,,,50.0,8.177570093457943
906,155,2017,581.0,92.0,,5.0,,71.0,93.0,7.0,42.0,40.0,31.5,42.0,41.0,581.0,26.9,12.0
907,155,2015,897.0,,16.0,,449.0,68.55,100.0,,90.0,42.0454545454545,32.43,90.0,,897.0,29.41,8.53242320819113
908,155,2013,886.0,,13.0,,357.0,76.48,83.0,,90.0,,,90.0,,886.0,,7.363420427553444
909,155,2011,867.0,,,,,75.67,,,90.0,,,90.0,,867.0,,
910,155,2016,,,,,,68.7,88.0,,,39.36,30.3,,,,33.3,10.0
911,155,2014,,,,,,66.16,83.0,,,50.0,30.58823529411765,,,,38.46153846153847,8.60215053763441
912,156,2017,772.0,87.0,,11.0,,71.0,85.0,17.0,41.0,42.2,40.7,61.0,28.0,512.0,24.4,12.0
913,156,2015,788.0,,25.0,,872.0,71.65,92.0,,44.0,41.8918918918919,28.06,65.0,,533.0,28.95,11.0378912685338
914,156,2013,1089.0,,14.0,,460.0,79.23,82.0,,82.0,,,93.0,,959.0,,4.871060171919771
915,156,2011,1025.0,,,,,75.93,,,86.0,,,93.0,,949.0,,
916,156,2016,,,,,,71.0,88.0,,,44.62,35.7,,,,35.0,10.0
917,156,2014,,,,,,78.14,86.0,,,33.33333333333333,20.149253731343283,,,,40.54054054054054,11.944869831546708
918,157,2017,282.0,77.0,,9.0,,64.0,,7.0,100.0,14.8,8.0,100.0,16.0,282.0,,31.0
919,157,2015,288.0,,46.0,,568.0,62.37,73.0,,100.0,17.6470588235294,16.0,100.0,,288.0,18.18,29.7029702970297
920,157,2013,391.0,,24.0,,421.0,64.05,35.0,,100.0,,,100.0,,391.0,,18.91891891891892
921,157,2011,459.0,,,,,62.2,,,100.0,,,100.0,,459.0,,
922,157,2016,,,,,,51.2,88.0,,,24.32,23.6,,,,33.3,26.0
923,157,2014,,,,,,62.24,63.0,,,20.8955223880597,15.384615384615385,,,,28.57142857142857,25.757575757575758
924,158,2017,1135.0,87.0,,5.0,,67.0,78.0,3.0,85.0,29.3,26.5,87.0,16.0,1118.0,31.1,13.0
925,158,2015,1113.0,,25.0,,908.0,68.6,88.0,,85.0,28.2208588957055,24.42,86.0,,1096.0,20.45,13.1837307152875
926,158,2013,1252.0,,17.0,,598.0,73.93,76.0,,85.0,,,97.0,,1098.0,,7.393483709273182
927,158,2011,1231.0,,,,,70.38,,,86.0,,,97.0,,1094.0,,
928,158,2016,,,,,,66.9,94.0,,,30.16,31.5,,,,19.4,14.0
929,158,2014,,,,,,70.61,84.0,,,34.59119496855346,22.941176470588236,,,,30.0,13.691275167785236
930,159,2017,382.0,72.0,,7.0,,63.0,90.0,32.0,100.0,18.3,24.4,91.0,9.0,419.0,,20.0
931,159,2015,389.0,,27.0,,290.0,69.52,89.0,,100.0,22.7272727272727,15.22,100.0,,389.0,35.29,25.5
932,159,2013,381.0,,16.0,,163.0,71.43,56.0,,100.0,,,100.0,,381.0,,9.821428571428571
933,159,2011,374.0,,,,,55.9,,,100.0,,,100.0,,374.0,,
934,159,2016,,,,,,55.3,70.0,,,35.29,20.0,,,,,17.0
935,159,2014,,,,,,66.49,91.0,,,26.190476190476193,12.195121951219512,,,,28.57142857142857,12.041884816753926
936,160,2017,874.0,82.0,,6.0,,76.0,86.0,10.0,82.0,28.4,12.7,79.0,10.0,909.0,12.0,20.0
937,160,2015,948.0,,19.0,,560.0,75.74,81.0,,86.0,23.5772357723577,16.51,86.0,,948.0,15.38,17.0385395537525
938,160,2013,911.0,,14.0,,406.0,76.43,74.0,,82.0,,,82.0,,911.0,,14.968152866242038
939,160,2011,912.0,,,,,66.16,,,84.0,,,82.0,,932.0,,
940,160,2016,,,,,,69.1,89.0,,,27.2,17.0,,,,26.9,17.0
941,160,2014,,,,,,72.22,81.0,,,21.666666666666668,14.035087719298245,,,,32.35294117647059,19.015280135823428
942,161,2017,243.0,98.0,,12.0,,78.0,83.0,9.0,0.0,39.3,33.3,21.0,54.0,4.0,60.0,9.0
943,161,2015,237.0,,22.0,,580.0,81.91,100.0,,0.0,35.5555555555556,33.8,21.0,,4.0,36.84,8.44155844155844
944,161,2013,233.0,,15.0,,405.0,84.57,71.0,,2.0,,,21.0,,28.0,,8.24524312896406
945,161,2011,233.0,,,,,82.43,,,3.0,,,21.0,,31.0,,
946,161,2016,,,,,,75.7,81.0,,,45.83,39.1,,,,33.3,9.0
947,161,2014,,,,,,80.59,77.0,,,37.2093023255814,22.727272727272727,,,,66.66666666666666,9.615384615384617
948,162,2017,696.0,89.0,,6.0,,66.0,88.0,7.0,100.0,37.8,29.0,100.0,20.0,696.0,38.1,9.0
949,162,2015,696.0,,23.0,,438.0,57.72,95.0,,100.0,45.8333333333333,25.0,100.0,,696.0,22.22,7.51633986928105
950,162,2013,700.0,,15.0,,286.0,65.33,61.0,,100.0,,,100.0,,700.0,,6.281407035175879
951,162,2011,701.0,,,,,47.98,,,100.0,,,100.0,,701.0,,
952,162,2016,,,,,,60.7,95.0,,,28.4,26.3,,,,26.7,11.0
953,162,2014,,,,,,63.61,79.0,,,42.68292682926829,26.923076923076923,,,,50.0,9.090909090909092
954,163,2017,521.0,93.0,,7.0,,78.0,,9.0,100.0,56.3,75.0,100.0,54.0,521.0,,9.0
955,163,2015,543.0,,17.0,,152.0,75.27,63.0,,100.0,45.8333333333333,34.48,100.0,,543.0,,26.2626262626263
956,163,2013,539.0,,14.0,,123.0,78.5,50.0,,100.0,,,100.0,,539.0,,15.887850467289718
957,163,2011,538.0,,,,,77.38,,,100.0,,,100.0,,538.0,,
958,163,2016,,,,,,71.4,50.0,,,45.45,42.4,,,,20.0,25.0
959,163,2014,,,,,,77.91,86.0,,,35.0,56.25,,,,,18.085106382978726
960,164,2017,1716.0,53.0,,4.0,,82.0,76.0,8.0,90.0,22.9,14.9,97.0,10.0,1585.0,12.0,11.0
961,164,2015,1697.0,,11.0,,527.0,81.8,63.0,,94.0,21.1538461538462,19.18,97.0,,1637.0,30.77,12.0
962,164,2013,1768.0,,8.0,,378.0,81.45,67.0,,94.0,,,97.0,,1708.0,,10.181818181818182
963,164,2011,1776.0,,,,,61.38,,,100.0,,,97.0,,1814.0,,
964,164,2016,,,,,,81.3,69.0,,,24.41,14.8,,,,28.0,12.0
965,164,2014,,,,,,81.14,64.0,,,14.473684210526317,22.289156626506024,,,,28.125,10.519480519480519
966,165,2017,909.0,81.0,,15.0,,76.0,86.0,12.0,100.0,33.6,23.2,100.0,22.0,909.0,37.5,12.0
967,165,2015,911.0,,19.0,,459.0,76.49,85.0,,100.0,22.2222222222222,16.46,100.0,,911.0,34.48,11.6915422885572
968,165,2013,911.0,,13.0,,312.0,80.16,79.0,,100.0,,,100.0,,911.0,,9.722222222222223
969,165,2011,914.0,,,,,72.56,,,100.0,,,100.0,,914.0,,
970,165,2016,,,,,,73.7,79.0,,,30.7,20.8,,,,36.8,14.0
971,165,2014,,,,,,78.16,70.0,,,26.804123711340207,20.930232558139537,,,,33.33333333333333,15.011547344110854
972,166,2017,538.0,90.0,,17.0,,62.0,,59.0,100.0,42.0,26.5,100.0,23.0,538.0,,13.0
973,166,2015,538.0,,28.0,,351.0,59.84,100.0,,100.0,36.1111111111111,20.0,100.0,,538.0,,8.66141732283465
974,166,2013,538.0,,17.0,,216.0,64.07,77.0,,100.0,,,100.0,,538.0,,10.778443113772456
975,166,2011,538.0,,,,,51.34,,,100.0,,,100.0,,538.0,,
976,166,2016,,,,,,64.5,70.0,,,33.33,29.7,,,,22.2,14.0
977,166,2014,,,,,,72.39,87.0,,,19.047619047619047,14.814814814814813,,,,44.44444444444444,16.363636363636363
978,167,2017,360.0,86.0,,11.0,,71.0,,18.0,100.0,51.5,35.3,100.0,16.0,360.0,,10.0
979,167,2015,361.0,,30.0,,239.0,75.53,92.0,,100.0,37.5,25.0,100.0,,361.0,28.57,10.4166666666667
980,167,2013,361.0,,18.0,,144.0,67.16,71.0,,100.0,,,100.0,,361.0,,15.671641791044777
981,167,2011,361.0,,,,,63.81,,,100.0,,,100.0,,361.0,,
982,167,2016,,,,,,72.3,100.0,,,50.0,55.6,,,,20.0,5.0
983,167,2014,,,,,,70.87,,,,35.714285714285715,25.0,,,,,15.59633027522936
984,168,2017,633.0,75.0,,9.0,,61.0,77.0,13.0,100.0,51.2,27.7,100.0,19.0,633.0,27.8,19.0
985,168,2015,633.0,,18.0,,280.0,65.93,76.0,,100.0,34.2105263157895,27.66,100.0,,633.0,33.33,18.75
986,168,2013,633.0,,15.0,,232.0,70.04,60.0,,100.0,,,100.0,,633.0,,11.894273127753303
987,168,2011,633.0,,,,,39.66,,,100.0,,,100.0,,633.0,,
988,168,2016,,,,,,61.5,67.0,,,35.0,27.7,,,,25.0,20.0
989,168,2014,,,,,,73.97,80.0,,,26.82926829268293,27.27272727272727,,,,33.33333333333333,13.18181818181818
990,169,2017,770.0,98.0,,9.0,,91.0,100.0,7.0,80.0,77.4,74.6,82.0,73.0,746.0,60.0,5.0
991,169,2015,624.0,,20.0,,432.0,92.0,97.0,,77.0,78.5123966942149,80.7,79.0,,606.0,77.27,4.40835266821346
992,169,2013,605.0,,14.0,,304.0,93.36,100.0,,63.0,,,77.0,,494.0,,4.496788008565311
993,169,2011,588.0,,,,,95.59,,,68.0,,,77.0,,518.0,,
994,169,2016,,,,,,90.3,100.0,,,75.71,77.9,,,,79.0,5.0
995,169,2014,,,,,,94.37,100.0,,,77.47747747747748,78.72340425531915,,,,70.58823529411765,4.090909090909091
996,170,2017,601.0,93.0,,11.0,,96.0,100.0,11.0,58.0,81.5,65.2,95.0,59.0,364.0,66.7,4.0
997,170,2015,632.0,,18.0,,332.0,96.24,100.0,,97.0,79.5180722891566,75.27,100.0,,614.0,88.24,4.73537604456824
998,170,2013,621.0,,14.0,,262.0,97.28,96.0,,57.0,,,99.0,,360.0,,3.2098765432098766
999,170,2011,621.0,,,,,98.06,,,65.0,,,99.0,,408.0,,
1000,170,2016,,,,,,96.1,97.0,,,79.0,73.7,,,,86.7,2.0
1001,170,2014,,,,,,98.34,100.0,,,75.5813953488372,77.27272727272727,,,,80.0,4.076086956521739
1002,171,2017,469.0,93.0,,15.0,,85.0,,15.0,93.0,76.2,79.3,93.0,57.0,469.0,,6.0
1003,171,2015,398.0,,20.0,,176.0,89.87,,,100.0,72.4137931034483,86.67,100.0,,398.0,,5.0
1004,171,2013,122.0,,15.0,,136.0,94.59,,,99.0,,,30.0,,397.0,,5.405405405405405
1005,171,2011,123.0,,,,,89.22,,,99.0,,,31.0,,398.0,,
1006,171,2016,,,,,,84.5,100.0,,,72.41,85.7,,,,75.0,8.0
1007,171,2014,,,,,,91.18,100.0,,,65.51724137931035,66.66666666666666,,,,80.0,1.9417475728155338
1008,172,2017,125.0,98.0,,9.0,,93.0,95.0,10.0,0.0,89.7,86.9,11.0,74.0,0.0,86.5,4.0
1009,172,2015,141.0,,24.0,,738.0,95.85,100.0,,1.0,86.6279069767442,89.24,12.0,,16.0,75.0,3.38409475465313
1010,172,2013,144.0,,15.0,,448.0,97.33,94.0,,2.0,,,13.0,,25.0,,2.247191011235955
1011,172,2011,141.0,,,,,97.69,,,2.0,,,13.0,,16.0,,
1012,172,2016,,,,,,94.0,100.0,,,89.0,87.4,,,,80.0,3.0
1013,172,2014,,,,,,96.41,100.0,,,85.63218390804597,87.67123287671232,,,,77.5,3.1298904538341157
1014,173,2017,424.0,91.0,,7.0,,67.0,57.0,6.0,100.0,30.0,27.1,100.0,8.0,424.0,25.0,15.0
1015,173,2015,393.0,,21.0,,237.0,80.09,84.0,,98.0,20.9302325581395,26.03,98.0,,393.0,12.5,14.4067796610169
1016,173,2013,384.0,,14.0,,148.0,77.5,92.0,,98.0,,,98.0,,384.0,,7.5
1017,173,2011,373.0,,,,,66.67,,,100.0,,,98.0,,378.0,,
1018,173,2016,,,,,,75.3,100.0,,,25.0,32.1,,,,37.5,18.0
1019,173,2014,,,,,,72.66,67.0,,,22.448979591836736,12.0,,,,53.84615384615385,16.988416988416986
1020,174,2017,215.0,85.0,,9.0,,41.0,97.0,14.0,25.0,41.9,27.9,34.0,23.0,155.0,26.3,8.0
1021,174,2015,216.0,,18.0,,303.0,41.44,82.0,,25.0,50.7936507936508,41.07,34.0,,156.0,48.0,5.92592592592593
1022,174,2013,216.0,,11.0,,182.0,73.59,80.0,,25.0,,,34.0,,156.0,,7.746478873239436
1023,174,2011,218.0,,,,,47.42,,,25.0,,,35.0,,158.0,,
1024,174,2016,,,,,,43.7,91.0,,,47.22,31.9,,,,32.0,4.0
1025,174,2014,,,,,,44.2,79.0,,,42.62295081967213,37.096774193548384,,,,58.82352941176471,7.665505226480835
1026,175,2017,0.0,99.0,,10.0,,78.0,100.0,10.0,1.0,80.4,73.4,0.0,72.0,5.0,62.5,4.0
1027,175,2015,5.0,,23.0,,412.0,81.55,100.0,,1.0,84.2105263157895,84.44,1.0,,5.0,87.5,4.59770114942529
1028,175,2013,0.0,,19.0,,344.0,87.11,93.0,,0.0,,,0.0,,1.0,,4.444444444444445
1029,175,2011,0.0,,,,,85.19,,,0.0,,,0.0,,1.0,,
1030,175,2016,,,,,,84.6,88.0,,,88.37,79.6,,,,80.0,3.0
1031,175,2014,,,,,,83.76,92.0,,,78.84615384615384,68.75,,,,83.33333333333334,4.975124378109453
1032,176,2017,449.0,99.0,,9.0,,95.0,100.0,11.0,32.0,80.9,80.7,39.0,58.0,376.0,88.6,4.0
1033,176,2015,911.0,,22.0,,653.0,94.27,93.0,,93.0,90.2912621359223,84.56,78.0,,1081.0,84.0,4.50643776824034
1034,176,2013,885.0,,18.0,,549.0,96.15,95.0,,98.0,,,76.0,,1139.0,,4.5787545787545785
1035,176,2011,885.0,,,,,95.02,,,94.0,,,76.0,,1094.0,,
1036,176,2016,,,,,,94.5,97.0,,,78.42,86.7,,,,91.5,3.0
1037,176,2014,,,,,,93.72,96.0,,,77.31092436974791,90.51094890510949,,,,81.25,4.2
1038,177,2017,5.0,96.0,,11.0,,87.0,,9.0,1.0,80.5,86.5,1.0,55.0,5.0,,5.0
1039,177,2015,5.0,,16.0,,307.0,90.14,89.0,,1.0,82.8571428571429,83.78,1.0,,5.0,,4.10958904109589
1040,177,2013,5.0,,15.0,,270.0,90.8,100.0,,1.0,,,1.0,,5.0,,3.4482758620689653
1041,177,2011,5.0,,,,,90.24,,,1.0,,,1.0,,5.0,,
1042,177,2016,,,,,,91.8,100.0,,,76.74,87.1,,,,70.0,2.0
1043,177,2014,,,,,,93.51,100.0,,,80.0,75.55555555555556,,,,,7.006369426751593
1044,178,2017,675.0,96.0,,9.0,,55.0,,9.0,51.0,52.2,28.6,51.0,77.0,675.0,,14.0
1045,178,2015,675.0,,11.0,,262.0,54.84,43.0,,57.0,47.6190476190476,18.18,57.0,,675.0,,10.7692307692308
1046,178,2013,675.0,,11.0,,229.0,59.6,,,66.0,,,66.0,,675.0,,7.07070707070707
1047,178,2011,675.0,,,,,55.0,,,66.0,,,66.0,,675.0,,
1048,178,2016,,,,,,45.7,75.0,,,45.45,20.0,,,,,14.0
1049,178,2014,,,,,,51.43,,,,59.09090909090909,23.52941176470588,,,,,11.627906976744185
1050,179,2017,369.0,98.0,,10.0,,83.0,92.0,5.0,65.0,90.3,86.5,56.0,73.0,426.0,68.8,3.0
1051,179,2015,446.0,,23.0,,365.0,80.0,100.0,,50.0,79.5454545454545,69.05,67.0,,333.0,70.0,7.14285714285714
1052,179,2013,244.0,,18.0,,287.0,77.66,93.0,,50.0,,,37.0,,331.0,,5.851063829787234
1053,179,2011,241.0,,,,,75.42,,,75.0,,,36.0,,498.0,,
1054,179,2016,,,,,,80.4,88.0,,,90.48,79.6,,,,100.0,3.0
1055,179,2014,,,,,,78.89,100.0,,,83.33333333333334,79.54545454545455,,,,50.0,4.4692737430167595
1056,180,2017,531.0,86.0,,7.0,,78.0,90.0,3.0,100.0,24.3,20.7,100.0,17.0,531.0,41.2,9.0
1057,180,2015,504.0,,18.0,,267.0,83.19,83.0,,100.0,29.0909090909091,15.38,100.0,,504.0,50.0,19.672131147541
1058,180,2013,483.0,,14.0,,181.0,86.86,85.0,,100.0,,,100.0,,483.0,,9.745762711864407
1059,180,2011,465.0,,,,,68.98,,,100.0,,,100.0,,465.0,,
1060,180,2016,,,,,,78.9,93.0,,,30.14,15.4,,,,10.0,13.0
1061,180,2014,,,,,,85.17,83.0,,,40.0,14.893617021276595,,,,33.33333333333333,11.71875
1062,181,2017,321.0,95.0,,7.0,,83.0,95.0,9.0,65.0,85.5,71.4,25.0,61.0,822.0,91.7,7.0
1063,181,2015,814.0,,22.0,,618.0,84.9,100.0,,65.0,79.0697674418605,75.41,65.0,,814.0,53.33,4.97512437810945
1064,181,2013,288.0,,18.0,,506.0,86.44,100.0,,56.0,,,23.0,,698.0,,4.23728813559322
1065,181,2011,271.0,,,,,85.71,,,63.0,,,22.0,,770.0,,
1066,181,2016,,,,,,85.5,93.0,,,70.91,76.2,,,,94.1,6.0
1067,181,2014,,,,,,84.06,94.0,,,80.0,68.33333333333333,,,,72.72727272727273,7.6923076923076925
1068,182,2017,268.0,74.0,,8.0,,75.0,,11.0,100.0,23.1,15.0,100.0,13.0,268.0,,30.0
1069,182,2015,268.0,,27.0,,209.0,81.6,64.0,,100.0,28.5714285714286,8.0,100.0,,268.0,14.29,24.031007751938
1070,182,2013,268.0,,16.0,,128.0,74.14,70.0,,100.0,,,100.0,,268.0,,10.344827586206897
1071,182,2011,268.0,,,,,64.29,,,100.0,,,100.0,,268.0,,
1072,182,2016,,,,,,72.2,90.0,,,19.35,15.0,,,,9.1,24.0
1073,182,2014,,,,,,69.34,88.0,,,11.538461538461538,13.333333333333334,,,,7.142857142857142,24.0
1074,183,2017,349.0,73.0,,14.0,,69.0,60.0,25.0,99.0,32.4,25.0,99.0,19.0,349.0,,12.0
1075,183,2015,351.0,,22.0,,189.0,63.03,60.0,,100.0,35.0,19.05,100.0,,351.0,28.57,9.02255639097744
1076,183,2013,351.0,,15.0,,127.0,85.29,60.0,,100.0,,,100.0,,352.0,,11.029411764705882
1077,183,2011,347.0,,,,,62.25,,,100.0,,,100.0,,348.0,,
1078,183,2016,,,,,,60.9,60.0,,,41.67,17.4,,,,,9.0
1079,183,2014,,,,,,71.64,,,,47.22222222222222,10.344827586206897,,,,28.57142857142857,11.188811188811188
1080,184,2017,667.0,97.0,,9.0,,21.0,,11.0,83.0,81.5,65.4,98.0,73.0,569.0,,6.0
1081,184,2015,674.0,,22.0,,298.0,15.85,,,83.0,73.0769230769231,52.38,98.0,,574.0,,2.40963855421687
1082,184,2013,668.0,,18.0,,248.0,20.88,,,83.0,,,97.0,,573.0,,5.4945054945054945
1083,184,2011,845.0,,,,,29.49,,,98.0,,,97.0,,850.0,,
1084,184,2016,,,,,,21.2,,,,73.08,57.9,,,,57.1,1.0
1085,184,2014,,,,,,12.94,,,,62.06896551724138,60.0,,,,,2.3529411764705883
1086,185,2017,1369.0,75.0,,7.0,,82.0,88.0,6.0,100.0,31.5,21.4,100.0,38.0,1369.0,28.6,15.0
1087,185,2015,694.0,,12.0,,347.0,81.6,74.0,,100.0,21.4285714285714,21.43,51.0,,1366.0,34.78,16.1290322580645
1088,185,2013,1368.0,,9.0,,260.0,82.68,48.0,,100.0,,,100.0,,1368.0,,15.570175438596493
1089,185,2011,1368.0,,,,,67.1,,,100.0,,,100.0,,1368.0,,
1090,185,2016,,,,,,77.2,87.0,,,29.67,18.6,,,,32.0,13.0
1091,185,2014,,,,,,82.17,90.0,,,25.64102564102564,20.0,,,,54.83870967741935,14.893617021276595
1092,186,2017,831.0,85.0,,6.0,,80.0,94.0,9.0,100.0,38.5,32.2,100.0,27.0,830.0,39.5,10.0
1093,186,2015,827.0,,20.0,,497.0,76.94,85.0,,100.0,38.5416666666667,28.7,100.0,,826.0,37.14,12.258064516129
1094,186,2013,809.0,,14.0,,334.0,80.91,74.0,,100.0,,,98.0,,824.0,,10.536779324055665
1095,186,2011,807.0,,,,,70.41,,,100.0,,,98.0,,824.0,,
1096,186,2016,,,,,,78.1,79.0,,,41.38,32.7,,,,45.2,11.0
1097,186,2014,,,,,,79.87,82.0,,,43.373493975903614,29.03225806451613,,,,28.125,15.400410677618071
1098,187,2017,405.0,100.0,,28.0,,93.0,100.0,42.0,100.0,78.6,81.6,100.0,63.0,405.0,,6.0
1099,187,2015,405.0,,16.0,,162.0,92.26,100.0,,100.0,82.051282051282,75.0,100.0,,405.0,72.73,1.26582278481013
1100,187,2013,405.0,,12.0,,116.0,93.1,100.0,,100.0,,,100.0,,405.0,,4.022988505747127
1101,187,2011,405.0,,,,,96.32,,,99.0,,,100.0,,401.0,,
1102,187,2016,,,,,,93.7,100.0,,,63.89,79.6,,,,100.0,5.0
1103,187,2014,,,,,,94.58,100.0,,,65.85365853658537,72.97297297297297,,,,88.88888888888889,5.747126436781609
1104,188,2017,684.0,98.0,,12.0,,91.0,96.0,11.0,92.0,85.7,75.7,94.0,72.0,673.0,83.3,4.0
1105,188,2015,684.0,,19.0,,325.0,93.7,94.0,,92.0,67.8571428571429,77.42,94.0,,673.0,68.18,6.45161290322581
1106,188,2013,683.0,,13.0,,212.0,94.7,100.0,,93.0,,,94.0,,673.0,,4.635761589403973
1107,188,2011,684.0,,,,,96.55,,,95.0,,,96.0,,674.0,,
1108,188,2016,,,,,,93.4,100.0,,,78.38,68.3,,,,73.7,4.0
1109,188,2014,,,,,,91.81,88.0,,,74.57627118644068,64.38356164383562,,,,54.54545454545454,5.208333333333334
1110,189,2017,16.0,100.0,,11.0,,94.0,,6.0,4.0,67.7,55.8,4.0,62.0,16.0,,9.0
1111,189,2015,0.0,,17.0,,176.0,93.07,90.0,,0.0,63.6363636363636,57.14,0.0,,0.0,100.0,4.62962962962963
1112,189,2013,0.0,,11.0,,109.0,95.61,82.0,,0.0,,,0.0,,0.0,,5.853658536585367
1113,189,2011,0.0,,,,,95.9,,,0.0,,,0.0,,0.0,,
1114,189,2016,,,,,,92.2,100.0,,,66.67,61.0,,,,87.5,8.0
1115,189,2014,,,,,,96.35,100.0,,,69.6969696969697,65.71428571428571,,,,57.14285714285714,6.944444444444445
1116,190,2017,0.0,66.0,,13.0,,65.0,76.0,12.0,0.0,27.3,30.4,0.0,8.0,0.0,,19.0
1117,190,2015,247.0,,18.0,,191.0,68.64,90.0,,65.0,23.6842105263158,16.28,65.0,,247.0,30.0,18.0327868852459
1118,190,2013,247.0,,13.0,,130.0,67.16,73.0,,65.0,,,65.0,,247.0,,9.950248756218906
1119,190,2011,250.0,,,,,61.57,,,65.0,,,65.0,,250.0,,
1120,190,2016,,,,,,67.7,100.0,,,36.17,30.6,,,,10.0,16.0
1121,190,2014,,,,,,68.09,50.0,,,22.727272727272727,15.384615384615385,,,,25.0,12.121212121212121
1122,191,2017,0.0,93.0,,9.0,,79.0,94.0,8.0,0.0,52.9,44.4,0.0,43.0,0.0,58.1,11.0
1123,191,2015,575.0,,15.0,,363.0,80.69,94.0,,61.0,53.4883720930233,52.05,61.0,,575.0,64.0,7.2289156626506
1124,191,2013,67.0,,13.0,,308.0,84.56,97.0,,7.0,,,7.0,,67.0,,6.451612903225806
1125,191,2011,67.0,,,,,79.17,,,7.0,,,7.0,,67.0,,
1126,191,2016,,,,,,78.8,89.0,,,50.0,55.0,,,,40.9,11.0
1127,191,2014,,,,,,84.36,92.0,,,49.39759036144578,53.16455696202531,,,,62.5,9.408602150537634
1128,192,2017,932.0,91.0,,7.0,,64.0,92.0,10.0,84.0,59.6,34.2,84.0,40.0,931.0,50.0,10.0
1129,192,2015,800.0,,23.0,,541.0,63.6,85.0,,84.0,46.5116279069767,50.77,84.0,,800.0,56.25,10.1010101010101
1130,192,2013,823.0,,13.0,,295.0,76.58,73.0,,91.0,,,91.0,,823.0,,5.8558558558558556
1131,192,2011,775.0,,,,,69.54,,,98.0,,,91.0,,830.0,,
1132,192,2016,,,,,,60.7,95.0,,,54.76,56.1,,,,41.4,9.0
1133,192,2014,,,,,,68.77,89.0,,,55.88235294117647,30.76923076923077,,,,23.076923076923077,6.583072100313479
1134,193,2017,491.0,91.0,,12.0,,86.0,93.0,13.0,97.0,76.7,66.1,87.0,72.0,551.0,41.7,9.0
1135,193,2015,550.0,,22.0,,290.0,80.25,100.0,,97.0,77.5510204081633,62.5,97.0,,550.0,53.85,6.3953488372093
1136,193,2013,448.0,,18.0,,240.0,82.46,92.0,,97.0,,,79.0,,550.0,,5.213270142180095
1137,193,2011,450.0,,,,,78.41,,,98.0,,,79.0,,559.0,,
1138,193,2016,,,,,,87.0,94.0,,,77.5,58.6,,,,64.3,6.0
1139,193,2014,,,,,,78.26,88.0,,,70.58823529411765,64.28571428571429,,,,36.36363636363637,6.951871657754011
1140,194,2017,1.0,100.0,,7.0,,95.0,97.0,8.0,44.0,83.6,87.8,0.0,82.0,460.0,87.5,6.0
1141,194,2015,436.0,,21.0,,631.0,95.72,100.0,,43.0,85.9649122807018,86.36,43.0,,435.0,94.29,6.11353711790393
1142,194,2013,0.0,,16.0,,489.0,96.05,100.0,,43.0,,,0.0,,436.0,,2.766798418972332
1143,194,2011,0.0,,,,,97.8,,,47.0,,,0.0,,469.0,,
1144,194,2016,,,,,,94.9,100.0,,,84.03,86.3,,,,88.0,5.0
1145,194,2014,,,,,,96.47,98.0,,,81.30081300813008,79.48717948717949,,,,91.8918918918919,5.961538461538462
1146,195,2017,113.0,96.0,,7.0,,85.0,97.0,10.0,2.0,42.5,42.7,9.0,51.0,29.0,36.4,7.0
1147,195,2015,119.0,,20.0,,406.0,84.5,100.0,,6.0,51.25,51.69,14.0,,48.0,32.14,8.91364902506964
1148,195,2013,118.0,,12.0,,251.0,93.32,95.0,,6.0,,,14.0,,48.0,,8.064516129032258
1149,195,2011,123.0,,,,,92.35,,,6.0,,,14.0,,53.0,,
1150,195,2016,,,,,,82.3,94.0,,,43.24,52.0,,,,53.3,8.0
1151,195,2014,,,,,,89.09,100.0,,,51.578947368421055,47.0,,,,45.45454545454545,8.333333333333332
1152,196,2017,687.0,87.0,,10.0,,70.0,78.0,11.0,92.0,37.1,30.1,92.0,29.0,686.0,25.8,16.0
1153,196,2015,630.0,,19.0,,406.0,72.48,72.0,,87.0,33.75,26.19,87.0,,630.0,36.0,11.8457300275482
1154,196,2013,581.0,,11.0,,235.0,79.42,81.0,,81.0,,,81.0,,580.0,,8.724832214765101
1155,196,2011,582.0,,,,,71.56,,,84.0,,,81.0,,603.0,,
1156,196,2016,,,,,,68.8,86.0,,,42.53,32.8,,,,14.3,15.0
1157,196,2014,,,,,,76.19,80.0,,,38.095238095238095,23.333333333333332,,,,28.125,16.458852867830423
1158,197,2017,993.0,73.0,,4.0,,71.0,81.0,11.0,100.0,46.7,30.2,100.0,23.0,993.0,31.3,16.0
