,NPA,year,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,park_proximate_units,low_birthweight,pharmacy_proximate_units,pharmacy_proximity,public_health_insurance,age_of_death,low_cost_healthcare_proximate_units,low_cost_healthcare_proximity,park_proximity
338,44,2016,0.0,2.0,80.0,0.0,351.0,26.7,2.0,0.0,,56.0,0.0,0.0,74.0
339,44,2015,,2.0,,0.0,341.0,,2.0,0.0,3.0,,,,74.0
340,44,2014,0.0,2.0,76.2,0.0,,4.8,,,1.0,,,,
341,44,2011,,0.0,,0.0,,,2.0,0.0,,,,,
342,44,2013,,,,,336.0,,2.0,0.0,,,,,74.0
343,44,2012,0.0,,100.0,,,9.1,,,,,,,
344,45,2018,,44.0,,3.0,440.0,,44.0,3.0,,,0.0,0.0,27.0
345,45,2017,,60.0,,3.0,223.0,,104.0,8.0,7.0,,0.0,0.0,17.0
346,45,2016,0.7,0.0,80.9,0.0,145.0,10.5,39.0,3.0,,67.0,0.0,0.0,12.0
347,45,2015,,0.0,,0.0,130.0,,0.0,0.0,8.0,,,,11.0
348,45,2014,0.6,0.0,83.1,0.0,,6.3,,,6.0,59.0,,,
349,45,2011,,0.0,,0.0,,,0.0,0.0,,,,,
350,45,2013,,,,,116.0,,0.0,0.0,,,,,10.0
351,45,2012,0.0,,83.7,,,11.0,,,,60.0,,,
352,46,2018,,863.0,,90.0,357.0,,0.0,0.0,,,0.0,0.0,37.0
353,46,2017,,925.0,,90.0,357.0,,334.0,35.0,16.0,,0.0,0.0,37.0
354,46,2016,1.9,925.0,55.8,97.0,357.0,9.6,334.0,35.0,,72.0,0.0,0.0,37.0
355,46,2015,,925.0,,97.0,357.0,,334.0,35.0,17.0,,,,37.0
356,46,2014,5.0,925.0,47.5,97.0,,5.0,,,12.0,68.0,,,
357,46,2011,,865.0,,90.0,,,334.0,35.0,,,,,
358,46,2013,,,,,357.0,,334.0,35.0,,,,,37.0
359,46,2012,0.0,,67.3,,,7.3,,,,71.0,,,
360,47,2018,,595.0,,98.0,0.0,,596.0,98.0,,,0.0,0.0,0.0
361,47,2017,,591.0,,98.0,0.0,,0.0,0.0,10.0,,0.0,0.0,0.0
362,47,2016,0.0,639.0,80.5,100.0,0.0,12.2,639.0,100.0,,78.0,0.0,0.0,0.0
363,47,2015,,640.0,,100.0,0.0,,640.0,100.0,6.0,,,,0.0
364,47,2014,0.0,640.0,90.9,100.0,,6.1,,,7.0,86.0,,,
365,47,2011,,631.0,,98.0,,,640.0,100.0,,,,,
366,47,2013,,,,,0.0,,640.0,100.0,,,,,0.0
367,47,2012,0.0,,90.9,,,3.0,,,,81.0,,,
368,48,2018,,105.0,,17.0,464.0,,0.0,0.0,,,0.0,0.0,77.0
369,48,2017,,100.0,,17.0,463.0,,0.0,0.0,22.0,,0.0,0.0,76.0
370,48,2016,2.8,109.0,52.8,18.0,465.0,13.9,0.0,0.0,,66.0,0.0,0.0,76.0
371,48,2015,,109.0,,18.0,465.0,,0.0,0.0,27.0,,,,76.0
372,48,2014,0.0,111.0,57.5,18.0,,10.6,,,21.0,67.0,,,
373,48,2011,,0.0,,0.0,,,0.0,0.0,,,,,
374,48,2013,,,,,467.0,,0.0,0.0,,,,,76.0
375,48,2012,0.0,,60.7,,,10.7,,,,72.0,,,
376,49,2018,,0.0,,0.0,253.0,,0.0,0.0,,,0.0,0.0,26.0
377,49,2017,,0.0,,0.0,253.0,,0.0,0.0,17.0,,0.0,0.0,26.0
378,49,2016,4.7,0.0,56.3,0.0,253.0,12.5,0.0,0.0,,71.0,0.0,0.0,26.0
379,49,2015,,0.0,,0.0,252.0,,0.0,0.0,21.0,,,,26.0
380,49,2014,2.9,0.0,69.1,0.0,,5.9,,,13.0,65.0,,,
381,49,2011,,0.0,,0.0,,,0.0,0.0,,,,,
382,49,2013,,,,,252.0,,0.0,0.0,,,,,26.0
383,49,2012,5.1,,66.1,,,10.2,,,,71.0,,,
384,50,2018,,735.0,,70.0,509.0,,751.0,71.0,,,846.0,80.0,48.0
385,50,2017,,783.0,,70.0,436.0,,742.0,70.0,39.0,,774.0,73.0,41.0
386,50,2016,2.5,784.0,50.0,74.0,436.0,10.6,727.0,69.0,,52.0,774.0,73.0,41.0
387,50,2015,,784.0,,74.0,436.0,,754.0,72.0,50.0,,,,41.0
388,50,2014,7.4,783.0,41.2,74.0,,8.8,,,42.0,64.0,,,
389,50,2011,,744.0,,71.0,,,674.0,64.0,,,,,
390,50,2013,,,,,435.0,,674.0,64.0,,,,,41.0
391,50,2012,5.8,,50.0,,,5.0,,,,66.0,,,
392,51,2018,,0.0,,0.0,1137.0,,0.0,0.0,,,590.0,52.0,100.0
393,51,2017,,0.0,,0.0,761.0,,0.0,0.0,6.0,,250.0,33.0,100.0
394,51,2016,3.1,0.0,75.0,0.0,765.0,15.6,0.0,0.0,,68.0,256.0,33.0,100.0
395,51,2015,,0.0,,0.0,732.0,,0.0,0.0,8.0,,,,100.0
396,51,2014,0.0,0.0,85.7,0.0,,9.5,,,6.0,66.0,,,
397,51,2011,,0.0,,0.0,,,0.0,0.0,,,,,
398,51,2013,,,,,737.0,,0.0,0.0,,,,,100.0
399,51,2012,2.7,,89.2,,,18.9,,,,75.0,,,
400,52,2018,,0.0,,0.0,476.0,,451.0,61.0,,,0.0,0.0,64.0
401,52,2017,,0.0,,0.0,361.0,,207.0,35.0,29.0,,0.0,0.0,61.0
402,52,2016,8.6,0.0,46.6,0.0,316.0,10.3,207.0,38.0,,62.0,0.0,0.0,57.0
403,52,2015,,349.0,,63.0,283.0,,207.0,38.0,38.0,,,,51.0
404,52,2014,2.7,686.0,60.8,77.0,,12.2,,,26.0,70.0,,,
405,52,2011,,374.0,,42.0,,,211.0,24.0,,,,,
406,52,2013,,,,,653.0,,208.0,23.0,,,,,73.0
407,52,2012,9.5,,59.5,,,12.7,,,,64.0,,,
408,53,2018,,388.0,,37.0,1058.0,,0.0,0.0,,,0.0,0.0,100.0
409,53,2017,,295.0,,37.0,408.0,,309.0,29.0,32.0,,0.0,0.0,38.0
410,53,2016,5.6,295.0,47.2,24.0,408.0,12.5,309.0,25.0,,67.0,280.0,23.0,33.0
411,53,2015,,295.0,,24.0,1220.0,,502.0,41.0,35.0,,,,100.0
412,53,2014,6.7,295.0,38.0,28.0,,13.3,,,32.0,60.0,,,
413,53,2011,,0.0,,0.0,,,340.0,32.0,,,,,
414,53,2013,,,,,1058.0,,358.0,34.0,,,,,100.0
415,53,2012,9.7,,47.6,,,9.7,,,,58.0,,,
416,54,2018,,41.0,,7.0,331.0,,42.0,7.0,,,0.0,0.0,58.0
417,54,2017,,14.0,,7.0,315.0,,13.0,2.0,28.0,,0.0,0.0,55.0
418,54,2016,9.3,5.0,34.7,1.0,313.0,8.0,5.0,1.0,,65.0,0.0,0.0,56.0
419,54,2015,,5.0,,1.0,323.0,,5.0,1.0,36.0,,,,58.0
420,54,2014,4.0,5.0,38.2,1.0,,5.3,,,29.0,67.0,,,
421,54,2011,,39.0,,7.0,,,4.0,1.0,,,,,
422,54,2013,,,,,324.0,,5.0,1.0,,,,,58.0
423,54,2012,10.3,,58.6,,,6.9,,,,68.0,,,
424,55,2018,,85.0,,11.0,0.0,,0.0,0.0,,,256.0,32.0,0.0
425,55,2017,,30.0,,11.0,0.0,,0.0,0.0,6.0,,290.0,36.0,0.0
426,55,2016,0.0,30.0,73.2,4.0,0.0,2.4,41.0,5.0,,76.0,311.0,39.0,0.0
427,55,2015,,30.0,,4.0,0.0,,41.0,5.0,9.0,,,,0.0
428,55,2014,2.6,30.0,71.8,4.0,,7.7,,,6.0,80.0,,,
429,55,2011,,83.0,,10.0,,,40.0,5.0,,,,,
430,55,2013,,,,,0.0,,41.0,5.0,,,,,0.0
431,55,2012,0.0,,88.9,,,8.3,,,,77.0,,,
432,56,2018,,301.0,,83.0,0.0,,312.0,86.0,,,181.0,50.0,0.0
433,56,2017,,337.0,,83.0,0.0,,347.0,95.0,9.0,,174.0,48.0,0.0
434,56,2016,0.0,337.0,80.0,93.0,0.0,20.0,348.0,96.0,,,174.0,48.0,0.0
435,56,2015,,337.0,,93.0,0.0,,348.0,96.0,11.0,,,,0.0
436,56,2014,0.0,332.0,60.0,92.0,,0.0,,,8.0,89.0,,,
437,56,2011,,305.0,,85.0,,,302.0,84.0,,,,,
438,56,2013,,,,,0.0,,302.0,84.0,,,,,0.0
439,56,2012,0.0,,77.8,,,11.1,,,,71.0,,,
440,57,2018,,0.0,,0.0,573.0,,0.0,0.0,,,0.0,0.0,86.0
441,57,2017,,0.0,,0.0,573.0,,0.0,0.0,34.0,,0.0,0.0,86.0
442,57,2016,1.1,0.0,41.1,0.0,573.0,8.9,0.0,0.0,,61.0,0.0,0.0,86.0
443,57,2015,,634.0,,95.0,573.0,,0.0,0.0,48.0,,,,86.0
444,57,2014,3.0,634.0,39.4,95.0,,3.0,,,34.0,62.0,,,
445,57,2011,,572.0,,84.0,,,0.0,0.0,,,,,
446,57,2013,,,,,573.0,,0.0,0.0,,,,,86.0
447,57,2012,6.6,,52.5,,,8.2,,,,71.0,,,
448,58,2018,,260.0,,54.0,439.0,,260.0,54.0,,,233.0,48.0,90.0
449,58,2017,,398.0,,54.0,435.0,,254.0,52.0,32.0,,239.0,49.0,90.0
450,58,2016,6.8,398.0,54.2,82.0,384.0,8.5,432.0,89.0,,67.0,239.0,49.0,79.0
451,58,2015,,398.0,,82.0,385.0,,432.0,89.0,41.0,,,,79.0
452,58,2014,2.6,398.0,52.6,82.0,,10.5,,,28.0,70.0,,,
453,58,2011,,133.0,,27.0,,,414.0,85.0,,,,,
454,58,2013,,,,,385.0,,414.0,85.0,,,,,79.0
455,58,2012,5.7,,57.1,,,20.0,,,,71.0,,,
456,59,2018,,280.0,,25.0,3.0,,679.0,61.0,,,623.0,56.0,0.0
457,59,2017,,238.0,,25.0,6.0,,578.0,52.0,28.0,,606.0,55.0,1.0
458,59,2016,4.6,238.0,52.3,21.0,6.0,5.7,680.0,61.0,,69.0,606.0,55.0,1.0
459,59,2015,,238.0,,21.0,6.0,,678.0,61.0,29.0,,,,1.0
460,59,2014,2.6,238.0,50.0,21.0,,15.4,,,32.0,55.0,,,
461,59,2011,,44.0,,4.0,,,532.0,48.0,,,,,
462,59,2013,,,,,2.0,,532.0,48.0,,,,,0.0
463,59,2012,4.2,,62.5,,,5.6,,,,69.0,,,
464,60,2018,,0.0,,0.0,1047.0,,0.0,0.0,,,0.0,0.0,62.0
465,60,2017,,0.0,,0.0,1047.0,,1300.0,77.0,8.0,,0.0,0.0,62.0
466,60,2016,3.8,0.0,52.8,0.0,1047.0,7.6,1000.0,72.0,,46.0,0.0,0.0,76.0
467,60,2015,,0.0,,0.0,791.0,,744.0,66.0,13.0,,,,70.0
468,60,2014,3.3,0.0,40.0,0.0,,10.0,,,11.0,52.0,,,
469,60,2011,,0.0,,0.0,,,638.0,64.0,,,,,
470,60,2013,,,,,790.0,,745.0,66.0,,,,,70.0
471,60,2012,1.9,,50.0,,,11.5,,,,55.0,,,
472,61,2018,,0.0,,0.0,101.0,,0.0,0.0,,,0.0,0.0,23.0
473,61,2017,,3.0,,0.0,101.0,,37.0,9.0,15.0,,0.0,0.0,23.0
474,61,2016,7.1,3.0,42.9,1.0,101.0,7.1,37.0,9.0,,,0.0,0.0,23.0
475,61,2015,,3.0,,1.0,101.0,,38.0,9.0,17.0,,,,23.0
476,61,2014,0.0,3.0,64.3,1.0,,3.6,,,8.0,54.0,,,
477,61,2011,,0.0,,0.0,,,38.0,9.0,,,,,
478,61,2013,,,,,101.0,,38.0,9.0,,,,,23.0
479,61,2012,0.0,,64.5,,,6.5,,,,63.0,,,
480,62,2018,,0.0,,0.0,64.0,,0.0,0.0,,,0.0,0.0,100.0
481,62,2017,,0.0,,0.0,64.0,,0.0,0.0,,,0.0,0.0,100.0
482,62,2016,,0.0,,0.0,64.0,,0.0,0.0,,,0.0,0.0,100.0
483,62,2015,,0.0,,0.0,64.0,,0.0,0.0,,,,,100.0
484,62,2014,,0.0,,0.0,,,,,,,,,
485,62,2011,,0.0,,0.0,,,0.0,0.0,,,,,
486,62,2013,,,,,0.0,,0.0,0.0,,,,,0.0
487,62,2012,,,,,,,,,,,,,
488,64,2018,,1312.0,,51.0,1399.0,,0.0,0.0,,,0.0,0.0,55.0
489,64,2017,,1312.0,,51.0,1399.0,,138.0,5.0,10.0,,0.0,0.0,55.0
490,64,2016,2.2,794.0,54.8,39.0,547.0,5.4,613.0,30.0,,63.0,528.0,26.0,27.0
491,64,2015,,816.0,,39.0,919.0,,603.0,29.0,15.0,,,,44.0
492,64,2014,0.0,723.0,61.8,37.0,,11.2,,,11.0,60.0,,,
493,64,2011,,704.0,,36.0,,,603.0,31.0,,,,,
494,64,2013,,,,,1874.0,,603.0,31.0,,,,,95.0
495,64,2012,3.6,,60.7,,,10.7,,,,53.0,,,
496,65,2018,,0.0,,0.0,932.0,,0.0,0.0,,,0.0,0.0,76.0
497,65,2017,,0.0,,0.0,932.0,,0.0,0.0,5.0,,0.0,0.0,76.0
498,65,2016,0.7,0.0,66.2,0.0,860.0,14.0,0.0,0.0,,66.0,0.0,0.0,92.0
499,65,2015,,0.0,,0.0,492.0,,0.0,0.0,4.0,,,,40.0
500,65,2014,0.0,0.0,69.2,0.0,,7.5,,,3.0,50.0,,,
501,65,2011,,0.0,,0.0,,,0.0,0.0,,,,,
502,65,2013,,,,,528.0,,0.0,0.0,,,,,49.0
503,65,2012,0.0,,76.3,,,13.8,,,,,,,
504,66,2018,,1353.0,,100.0,1319.0,,1053.0,78.0,,,79.0,6.0,97.0
505,66,2017,,1353.0,,100.0,1318.0,,751.0,56.0,14.0,,79.0,6.0,97.0
506,66,2016,0.0,1353.0,58.3,100.0,1318.0,6.9,751.0,56.0,,74.0,79.0,6.0,97.0
507,66,2015,,1353.0,,100.0,1318.0,,751.0,56.0,12.0,,,,97.0
508,66,2014,1.2,1263.0,49.4,100.0,,3.6,,,16.0,74.0,,,
509,66,2011,,1256.0,,100.0,,,654.0,52.0,,,,,
510,66,2013,,,,,1229.0,,661.0,52.0,,,,,97.0
511,66,2012,1.5,,61.2,,,16.4,,,,75.0,,,
512,67,2018,,0.0,,0.0,631.0,,0.0,0.0,,,0.0,0.0,100.0
513,67,2017,,0.0,,0.0,631.0,,0.0,0.0,5.0,,0.0,0.0,100.0
514,67,2016,0.0,0.0,60.0,0.0,643.0,7.3,0.0,0.0,,62.0,0.0,0.0,100.0
515,67,2015,,0.0,,0.0,643.0,,0.0,0.0,5.0,,,,100.0
516,67,2014,2.6,0.0,60.5,0.0,,7.9,,,7.0,,,,
517,67,2011,,0.0,,0.0,,,0.0,0.0,,,,,
518,67,2013,,,,,631.0,,0.0,0.0,,,,,100.0
519,67,2012,0.0,,72.2,,,5.6,,,,,,,
520,68,2018,,551.0,,49.0,188.0,,621.0,55.0,,,0.0,0.0,17.0
521,68,2017,,631.0,,49.0,188.0,,729.0,64.0,16.0,,643.0,57.0,17.0
522,68,2016,0.0,548.0,75.0,48.0,188.0,14.7,729.0,64.0,,57.0,643.0,57.0,17.0
523,68,2015,,548.0,,48.0,188.0,,729.0,64.0,20.0,,,,17.0
524,68,2014,1.2,547.0,62.7,48.0,,9.6,,,12.0,64.0,,,
525,68,2011,,524.0,,46.0,,,0.0,0.0,,,,,
526,68,2013,,,,,188.0,,729.0,64.0,,,,,17.0
527,68,2012,3.8,,70.9,,,10.1,,,,65.0,,,
528,69,2018,,555.0,,77.0,257.0,,478.0,66.0,,,0.0,0.0,36.0
529,69,2017,,564.0,,77.0,254.0,,482.0,67.0,1.0,,0.0,0.0,35.0
530,69,2016,0.0,564.0,76.9,78.0,256.0,0.0,482.0,67.0,,88.0,0.0,0.0,36.0
531,69,2015,,481.0,,76.0,273.0,,400.0,63.0,1.0,,,,43.0
532,69,2014,0.0,600.0,70.0,79.0,,10.0,,,0.0,65.0,,,
533,69,2011,,591.0,,78.0,,,520.0,69.0,,,,,
534,69,2013,,,,,394.0,,520.0,69.0,,,,,52.0
535,69,2012,0.0,,90.0,,,0.0,,,,70.0,,,
536,70,2018,,211.0,,41.0,519.0,,207.0,40.0,,,16.0,3.0,100.0
537,70,2017,,354.0,,41.0,520.0,,343.0,66.0,42.0,,139.0,27.0,100.0
538,70,2016,10.3,355.0,59.0,68.0,521.0,15.4,344.0,66.0,,74.0,121.0,23.0,100.0
539,70,2015,,355.0,,68.0,521.0,,344.0,66.0,45.0,,,,100.0
540,70,2014,11.1,357.0,63.0,68.0,,3.7,,,50.0,72.0,,,
541,70,2011,,229.0,,44.0,,,345.0,66.0,,,,,
542,70,2013,,,,,523.0,,346.0,66.0,,,,,100.0
543,70,2012,21.7,,56.5,,,13.0,,,,77.0,,,
544,71,2018,,880.0,,62.0,1082.0,,855.0,60.0,,,416.0,29.0,76.0
545,71,2017,,537.0,,62.0,1085.0,,854.0,60.0,24.0,,417.0,29.0,76.0
546,71,2016,4.8,537.0,53.9,38.0,1085.0,10.1,854.0,60.0,,60.0,416.0,29.0,76.0
547,71,2015,,537.0,,38.0,1085.0,,854.0,60.0,29.0,,,,76.0
548,71,2014,4.5,536.0,39.5,38.0,,7.5,,,26.0,53.0,,,
549,71,2011,,544.0,,39.0,,,853.0,61.0,,,,,
550,71,2013,,,,,1077.0,,853.0,60.0,,,,,76.0
551,71,2012,5.1,,49.5,,,10.2,,,,55.0,,,
552,72,2018,,676.0,,37.0,0.0,,593.0,33.0,,,0.0,0.0,0.0
553,72,2017,,547.0,,37.0,0.0,,441.0,31.0,8.0,,0.0,0.0,0.0
554,72,2016,1.6,549.0,71.4,49.0,0.0,6.4,443.0,39.0,,60.0,1.0,0.0,0.0
555,72,2015,,549.0,,47.0,0.0,,443.0,38.0,7.0,,,,0.0
556,72,2014,0.0,550.0,63.0,47.0,,5.6,,,7.0,66.0,,,
557,72,2011,,234.0,,42.0,,,164.0,29.0,,,,,
558,72,2013,,,,,0.0,,444.0,38.0,,,,,0.0
559,72,2012,0.0,,78.8,,,9.1,,,,63.0,,,
560,73,2018,,51.0,,4.0,91.0,,12.0,1.0,,,0.0,0.0,8.0
561,73,2017,,67.0,,4.0,81.0,,19.0,2.0,20.0,,0.0,0.0,7.0
562,73,2016,1.0,67.0,61.4,6.0,77.0,10.9,19.0,2.0,,74.0,0.0,0.0,7.0
563,73,2015,,67.0,,6.0,52.0,,19.0,2.0,26.0,,,,5.0
564,73,2014,3.5,67.0,76.7,6.0,,7.0,,,20.0,64.0,,,
565,73,2011,,52.0,,5.0,,,19.0,2.0,,,,,
566,73,2013,,,,,37.0,,19.0,2.0,,,,,4.0
567,73,2012,0.0,,77.4,,,6.5,,,,67.0,,,
568,74,2018,,508.0,,69.0,732.0,,508.0,69.0,,,0.0,0.0,99.0
569,74,2017,,512.0,,69.0,732.0,,512.0,69.0,9.0,,0.0,0.0,99.0
570,74,2016,0.0,512.0,75.9,69.0,732.0,10.3,512.0,69.0,,73.0,0.0,0.0,99.0
571,74,2015,,512.0,,69.0,732.0,,512.0,69.0,8.0,,,,99.0
572,74,2014,0.0,512.0,87.0,69.0,,30.4,,,5.0,75.0,,,
573,74,2011,,508.0,,69.0,,,511.0,69.0,,,,,
574,74,2013,,,,,732.0,,511.0,69.0,,,,,99.0
575,74,2012,0.0,,85.7,,,0.0,,,,72.0,,,
576,75,2018,,743.0,,93.0,212.0,,744.0,93.0,,,633.0,79.0,27.0
577,75,2017,,353.0,,93.0,238.0,,702.0,89.0,5.0,,690.0,87.0,30.0
578,75,2016,0.0,708.0,86.1,89.0,240.0,11.1,706.0,89.0,,73.0,758.0,95.0,30.0
579,75,2015,,708.0,,89.0,240.0,,706.0,89.0,6.0,,,,30.0
580,75,2014,0.0,652.0,88.2,88.0,,8.8,,,3.0,76.0,,,
581,75,2011,,620.0,,92.0,,,582.0,87.0,,,,,
582,75,2013,,,,,201.0,,650.0,88.0,,,,,27.0
583,75,2012,0.0,,71.4,,,0.0,,,,71.0,,,
584,76,2018,,17.0,,1.0,182.0,,49.0,4.0,,,64.0,5.0,16.0
585,76,2017,,3.0,,1.0,182.0,,36.0,3.0,7.0,,81.0,7.0,16.0
586,76,2016,1.0,3.0,77.0,0.0,169.0,1.0,36.0,3.0,,68.0,75.0,7.0,15.0
587,76,2015,,4.0,,0.0,2.0,,4.0,0.0,7.0,,,,0.0
588,76,2014,0.0,4.0,72.0,0.0,,9.8,,,4.0,59.0,,,
589,76,2011,,15.0,,2.0,,,3.0,0.0,,,,,
590,76,2013,,,,,2.0,,3.0,0.0,,,,,0.0
591,76,2012,1.6,,75.8,,,14.5,,,,59.0,,,
592,77,2018,,1215.0,,54.0,1363.0,,1294.0,58.0,,,1330.0,59.0,61.0
593,77,2017,,1219.0,,54.0,1364.0,,1315.0,59.0,12.0,,1270.0,57.0,61.0
594,77,2016,2.6,1220.0,72.1,54.0,1365.0,6.5,1316.0,59.0,,68.0,1281.0,57.0,61.0
595,77,2015,,1220.0,,54.0,1347.0,,1220.0,54.0,14.0,,,,60.0
596,77,2014,1.2,1146.0,66.1,54.0,,7.3,,,10.0,59.0,,,
597,77,2011,,994.0,,49.0,,,1031.0,50.0,,,,,
598,77,2013,,,,,1258.0,,1040.0,49.0,,,,,59.0
599,77,2012,2.9,,76.7,,,8.1,,,,58.0,,,
600,78,2018,,264.0,,29.0,246.0,,414.0,45.0,,,0.0,0.0,27.0
601,78,2017,,264.0,,29.0,246.0,,373.0,41.0,13.0,,296.0,32.0,27.0
602,78,2016,2.7,264.0,60.3,29.0,246.0,8.2,373.0,41.0,,61.0,296.0,32.0,27.0
603,78,2015,,264.0,,29.0,246.0,,373.0,41.0,15.0,,,,27.0
604,78,2014,2.8,265.0,61.1,30.0,,4.2,,,9.0,67.0,,,
605,78,2011,,265.0,,32.0,,,0.0,0.0,,,,,
606,78,2013,,,,,246.0,,374.0,42.0,,,,,27.0
607,78,2012,1.2,,79.8,,,13.1,,,,,,,
608,79,2018,,679.0,,100.0,679.0,,0.0,0.0,,,0.0,0.0,100.0
609,79,2017,,518.0,,100.0,0.0,,679.0,100.0,27.0,,120.0,18.0,0.0
610,79,2016,9.6,518.0,32.2,100.0,0.0,7.0,518.0,100.0,,48.0,518.0,100.0,0.0
611,79,2015,,518.0,,100.0,518.0,,518.0,100.0,42.0,,,,100.0
612,79,2014,6.3,518.0,22.5,76.0,,9.9,,,26.0,56.0,,,
613,79,2011,,0.0,,0.0,,,679.0,100.0,,,,,
614,79,2013,,,,,679.0,,679.0,100.0,,,,,100.0
615,79,2012,6.3,,41.1,,,7.1,,,,,,,
616,80,2018,,0.0,,0.0,12.0,,0.0,0.0,,,0.0,0.0,1.0
617,80,2017,,0.0,,0.0,540.0,,0.0,0.0,10.0,,0.0,0.0,46.0
618,80,2016,0.0,0.0,64.9,0.0,528.0,8.8,0.0,0.0,,77.0,0.0,0.0,45.0
619,80,2015,,0.0,,0.0,528.0,,0.0,0.0,10.0,,,,45.0
620,80,2014,0.0,0.0,59.3,0.0,,11.9,,,8.0,,,,
621,80,2011,,0.0,,0.0,,,0.0,0.0,,,,,
622,80,2013,,,,,540.0,,0.0,0.0,,,,,46.0
623,80,2012,2.3,,67.4,,,9.3,,,,72.0,,,
624,81,2018,,16.0,,3.0,460.0,,183.0,39.0,,,0.0,0.0,99.0
625,81,2017,,17.0,,3.0,460.0,,265.0,57.0,9.0,,96.0,21.0,99.0
626,81,2016,0.0,11.0,66.7,2.0,448.0,14.8,253.0,56.0,,69.0,96.0,21.0,99.0
627,81,2015,,11.0,,2.0,448.0,,253.0,56.0,11.0,,,,99.0
628,81,2014,0.0,11.0,73.1,2.0,,7.7,,,5.0,56.0,,,
629,81,2011,,0.0,,0.0,,,0.0,0.0,,,,,
630,81,2013,,,,,448.0,,253.0,56.0,,,,,99.0
631,81,2012,0.0,,77.8,,,3.7,,,,66.0,,,
632,82,2018,,589.0,,50.0,895.0,,589.0,50.0,,,0.0,0.0,75.0
633,82,2017,,524.0,,50.0,870.0,,524.0,45.0,9.0,,0.0,0.0,75.0
634,82,2016,1.1,524.0,71.4,46.0,871.0,7.7,524.0,46.0,,56.0,0.0,0.0,77.0
635,82,2015,,322.0,,36.0,669.0,,322.0,36.0,12.0,,,,74.0
636,82,2014,0.0,322.0,63.3,36.0,,15.0,,,6.0,61.0,,,
637,82,2011,,368.0,,41.0,,,322.0,36.0,,,,,
638,82,2013,,,,,669.0,,322.0,36.0,,,,,74.0
639,82,2012,0.0,,76.7,,,6.7,,,,58.0,,,
640,83,2018,,0.0,,0.0,67.0,,0.0,0.0,,,0.0,0.0,23.0
641,83,2017,,0.0,,0.0,66.0,,0.0,0.0,49.0,,0.0,0.0,22.0
642,83,2016,1.9,0.0,55.8,0.0,66.0,1.9,0.0,0.0,,69.0,0.0,0.0,23.0
643,83,2015,,0.0,,0.0,65.0,,0.0,0.0,71.0,,,,22.0
644,83,2014,5.2,0.0,51.7,0.0,,6.9,,,35.0,68.0,,,
645,83,2011,,0.0,,0.0,,,0.0,0.0,,,,,
646,83,2013,,,,,65.0,,0.0,0.0,,,,,22.0
647,83,2012,4.7,,50.0,,,12.5,,,,67.0,,,
648,84,2018,,0.0,,0.0,40.0,,28.0,11.0,,,0.0,0.0,15.0
649,84,2017,,0.0,,0.0,32.0,,29.0,13.0,14.0,,0.0,0.0,14.0
650,84,2016,12.5,0.0,50.0,0.0,26.0,0.0,37.0,15.0,,76.0,0.0,0.0,11.0
651,84,2015,,0.0,,0.0,28.0,,45.0,17.0,12.0,,,,11.0
652,84,2014,0.0,0.0,46.2,0.0,,15.4,,,10.0,71.0,,,
653,84,2011,,0.0,,0.0,,,46.0,17.0,,,,,
654,84,2013,,,,,28.0,,46.0,17.0,,,,,10.0
655,84,2012,0.0,,62.5,,,0.0,,,,79.0,,,
656,85,2018,,239.0,,31.0,763.0,,240.0,31.0,,,662.0,87.0,100.0
657,85,2017,,275.0,,31.0,767.0,,285.0,37.0,47.0,,673.0,88.0,100.0
658,85,2016,8.2,276.0,60.3,36.0,769.0,17.8,286.0,37.0,,64.0,0.0,0.0,100.0
659,85,2015,,277.0,,36.0,771.0,,287.0,37.0,52.0,,,,100.0
660,85,2014,2.8,278.0,50.7,36.0,,9.9,,,45.0,70.0,,,
661,85,2011,,248.0,,32.0,,,290.0,37.0,,,,,
662,85,2013,,,,,776.0,,288.0,37.0,,,,,100.0
663,85,2012,17.1,,61.8,,,15.8,,,,63.0,,,
664,86,2018,,11.0,,1.0,1113.0,,1116.0,100.0,,,323.0,29.0,100.0
665,86,2017,,286.0,,1.0,1116.0,,678.0,61.0,23.0,,285.0,26.0,100.0
666,86,2016,4.6,0.0,49.1,0.0,1116.0,7.4,678.0,61.0,,43.0,826.0,74.0,100.0
667,86,2015,,0.0,,0.0,1116.0,,682.0,61.0,31.0,,,,100.0
668,86,2014,4.7,0.0,50.0,0.0,,10.4,,,27.0,50.0,,,
669,86,2011,,0.0,,0.0,,,754.0,72.0,,,,,
670,86,2013,,,,,993.0,,658.0,66.0,,,,,100.0
671,86,2012,6.2,,58.8,,,12.4,,,,47.0,,,
672,87,2018,,176.0,,25.0,696.0,,696.0,100.0,,,620.0,89.0,100.0
673,87,2017,,200.0,,25.0,682.0,,189.0,28.0,15.0,,305.0,45.0,100.0
674,87,2016,4.4,36.0,54.4,5.0,681.0,15.2,190.0,28.0,,72.0,325.0,48.0,100.0
675,87,2015,,36.0,,5.0,682.0,,452.0,66.0,27.0,,,,100.0
676,87,2014,3.1,36.0,56.3,5.0,,7.8,,,47.0,75.0,,,
677,87,2011,,0.0,,0.0,,,460.0,67.0,,,,,
678,87,2013,,,,,684.0,,453.0,66.0,,,,,100.0
679,87,2012,2.5,,66.7,,,14.8,,,,63.0,,,
